scenario,severity,triple,expected,protocol_certified,status,numeric_pass,reasons,point_order,point_order_error,interval_lower,interval_upper,imaginary_invariant,invariant_error,reciprocal_margin,denominator_margin
independent_phase,1.0,0-1-2,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8001601551648492,6.644588454792943e-05,,,-0.018919429281319126,1.35240566241784e-05,0.9999992897780706,0.9999942858886576
independent_phase,1.0,0-1-3,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8019875516544743,3.384789536832476e-05,,,-0.04860556279062254,2.23908501185343e-05,0.9999991579068873,0.9999942858886576
independent_phase,1.0,0-1-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8024253728743588,2.3693617500289774e-05,,,-0.09637688958985986,3.342426368587622e-05,0.9999990000000001,0.9999942858886576
independent_phase,1.0,0-2-3,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8040270053716088,4.2892296247199523e-05,,,-0.009143951360873799,7.964657363380783e-06,0.9999991579068873,0.999996434709713
independent_phase,1.0,0-2-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8038100994796875,2.3012843653013432e-05,,,-0.02635448611592251,1.2003983524565455e-05,0.9999990000000001,0.999996434709713
independent_phase,1.0,0-3-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8038317141446896,3.657291241424012e-05,,,-0.008005818968380088,6.258320365780096e-06,0.9999990000000001,0.9999972094337428
independent_phase,1.0,1-2-3,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8059216621602899,8.930283160411297e-05,,,-0.00575737784818048,2.255555759990708e-05,0.9999991579068873,0.9999915477548432
independent_phase,1.0,1-2-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8050828461755372,4.702380373517255e-05,,,-0.025484657374714538,3.830214714618352e-05,0.9999990000000001,0.9999915477548432
independent_phase,1.0,1-3-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.804369704398414,5.434457443257986e-05,,,-0.006961224654180112,1.0335639670336572e-05,0.9999990000000001,0.9999954209407403
independent_phase,1.0,2-3-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8037627888381396,9.809794833017294e-05,,,-0.010041207511565307,2.3933613323072616e-05,0.9999990000000001,0.9999908120115936
independent_phase,5.0,0-1-2,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8316680506293779,6.693697970492032e-05,,,-0.09414241101394073,1.3624011629009645e-05,0.9999992897780706,0.9999942681478132
independent_phase,5.0,0-1-3,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8199460456408816,3.4163065166256266e-05,,,-0.24140071003059912,2.2599339291364144e-05,0.9999991579068873,0.9999942681478132
independent_phase,5.0,0-1-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8128804009326585,2.394795807538594e-05,,,-0.47855092463666676,3.378305847303473e-05,0.9999990000000001,0.9999942681478132
independent_phase,5.0,0-2-3,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.819843691774622,4.290474236178373e-05,,,-0.04494349825115891,7.966968478588914e-06,0.9999991579068873,0.9999964404078248
independent_phase,5.0,0-2-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8146851898683964,2.3051365614730626e-05,,,-0.12982204219164098,1.2024077390441373e-05,0.9999990000000001,0.9999964404078248
independent_phase,5.0,0-3-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.815259832115953,3.647636114917289e-05,,,-0.03938307394523798,6.241798609413852e-06,0.9999990000000001,0.9999972205876482
independent_phase,5.0,1-2-3,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8072934359335704,8.85381331332918e-05,,,-0.02792445075136772,2.2362414783544544e-05,0.9999991579068873,0.9999916220033578
independent_phase,5.0,1-2-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8081507432796571,4.6663694054698734e-05,,,-0.12453964334866109,3.8008828169948586e-05,0.9999990000000001,0.9999916220033578
independent_phase,5.0,1-3-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8109211333368875,5.389977356793584e-05,,,-0.0341503730569303,1.0251044262054958e-05,0.9999990000000001,0.9999954622455838
independent_phase,5.0,2-3-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.813701701602986,9.7311019246511e-05,,,-0.04935964616032828,2.374162096521357e-05,0.9999990000000001,0.9999908974962831
independent_phase,20.0,0-1-2,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency|invariant_out_of_range,1.0,5.6227619260557596e-05,,,-0.30781233291315163,1.1444282996548973e-05,0.9999992897780706,0.9999953835160122
independent_phase,20.0,0-1-3,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.9103255228362286,2.88021635409058e-05,,,-0.837862691396251,1.9053028849097785e-05,0.9999991579068873,0.9999953835160122
independent_phase,20.0,0-1-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.7887702148812423,2.015999852821286e-05,,,-1.7040448404935145,2.8439435502224266e-05,0.9999990000000001,0.9999953835160122
independent_phase,20.0,0-2-3,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8165421112051261,3.3135838255238104e-05,,,-0.16561906144667207,6.152983664720634e-06,0.9999991579068873,0.9999972644512389
independent_phase,20.0,0-2-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.7511767406888794,1.7805832427485805e-05,,,-0.4835970966498669,9.287896894598876e-06,0.9999990000000001,0.9999972644512389
independent_phase,20.0,0-3-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.7670467131698384,2.7930426620437425e-05,,,-0.14934920845120292,4.779426799916281e-06,0.9999990000000001,0.9999978732837893
independent_phase,20.0,1-2-3,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.6167200731109912,6.272331431018068e-05,,,-0.1470792085441878,1.5842267298444743e-05,0.9999991579068873,0.9999939623894811
independent_phase,20.0,1-2-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.6382864744027759,3.281829632523607e-05,,,-0.5593904288986421,2.67313810259895e-05,0.9999990000000001,0.9999939623894811
independent_phase,20.0,1-3-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.7044253686537559,3.9417891040065434e-05,,,-0.14216174167649925,7.496776313155944e-06,0.9999990000000001,0.9999966612318756
independent_phase,20.0,2-3-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.765711964328875,7.251437093161888e-05,,,-0.1937538326138765,1.76918166361835e-05,0.9999990000000001,0.9999932118198356
adversarial_observation_equivalent_q,0.15000000000000002,0-1-2,NOT_CERTIFIABLE_NUMERIC_PASS,0,NOT_CERTIFIABLE,1,protocol_G0,0.6499999999996362,8.17231000218268e-05,0.6499227409804007,0.6500772576797318,-6.180427897574332e-16,1.6633503184103845e-05,0.9999993466204262,0.9999924802149777
adversarial_observation_equivalent_q,0.15000000000000002,0-1-3,NOT_CERTIFIABLE_NUMERIC_PASS,0,NOT_CERTIFIABLE,1,protocol_G0,0.6499999999999091,4.046978685924581e-05,0.6499631906096512,0.6500368088750292,-1.545106974393583e-16,2.6771322767157634e-05,0.999999257883215,0.9999924802149777
adversarial_observation_equivalent_q,0.15000000000000002,0-1-4,NOT_CERTIFIABLE_NUMERIC_PASS,0,NOT_CERTIFIABLE,1,protocol_G0,0.6500000000000454,2.7466658238519278e-05,0.6499759806138172,0.6500240190749537,-2.163149764151016e-15,3.874684089598749e-05,0.9999991549921806,0.9999924802149777
adversarial_observation_equivalent_q,0.15000000000000002,0-2-3,NOT_CERTIFIABLE_NUMERIC_PASS,0,NOT_CERTIFIABLE,1,protocol_G0,0.6499999999996362,4.908710461704048e-05,0.6499544276313829,0.650045571755618,4.020343710232177e-16,9.114969433716912e-06,0.999999257883215,0.9999955039805211
adversarial_observation_equivalent_q,0.15000000000000002,0-2-4,NOT_CERTIFIABLE_NUMERIC_PASS,0,NOT_CERTIFIABLE,1,protocol_G0,0.6499999999999091,2.5447967677746613e-05,0.6499772781659887,0.6500227215999986,-3.216274968185742e-16,1.3274195459861984e-05,0.9999991549921806,0.9999955039805211
adversarial_observation_equivalent_q,0.15000000000000002,0-3-4,NOT_CERTIFIABLE_NUMERIC_PASS,0,NOT_CERTIFIABLE,1,protocol_G0,0.6499999999996362,3.8995489838816876e-05,0.6499643451690647,0.6500356543821908,-6.057242280343323e-16,6.67286940311639e-06,0.9999991549921806,0.9999966647300137
adversarial_observation_equivalent_q,0.15000000000000002,1-2-3,NOT_CERTIFIABLE_NUMERIC_PASS,0,NOT_CERTIFIABLE,1,protocol_G0,0.6499999999996362,0.00010477457772550437,0.6499007882139265,0.6500992096374829,1.508876263460098e-15,2.646331566920564e-05,0.999999257883215,0.9999894716212109
adversarial_observation_equivalent_q,0.15000000000000002,1-2-4,NOT_CERTIFIABLE_NUMERIC_PASS,0,NOT_CERTIFIABLE,1,protocol_G0,0.6499999999999091,5.372158978593873e-05,0.6499510562888644,0.6500489428153288,3.3530583632446623e-16,4.375767320942746e-05,0.9999991549921806,0.9999894716212109
adversarial_observation_equivalent_q,0.15000000000000002,1-3-4,NOT_CERTIFIABLE_NUMERIC_PASS,0,NOT_CERTIFIABLE,1,protocol_G0,0.6499999999996362,5.928177599374924e-05,0.649944807067368,0.6500551920664293,-8.99620914458292e-16,1.1274631958874537e-05,0.9999991549921806,0.9999945304682298
adversarial_observation_equivalent_q,0.15000000000000002,2-3-4,NOT_CERTIFIABLE_NUMERIC_PASS,0,NOT_CERTIFIABLE,1,protocol_G0,0.6499999999996362,0.0001092120363668761,0.649896712442569,0.650103285176374,-2.3053198195257e-15,2.6645191801898196e-05,0.9999991549921806,0.9999891235957364
close_heart_rates,0.25,0-1-2,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,unseparated_inverse_response,,,,,,,0.9990025149594276,-0.5650228941215417
close_heart_rates,0.25,0-1-3,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,unseparated_inverse_response,,,,,,,0.999001257282408,-0.5650228941215417
close_heart_rates,0.25,0-1-4,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,unseparated_inverse_response,,,,,,,0.999,-0.5650228941215417
close_heart_rates,0.25,0-2-3,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.7999999999068677,4359.777154552,0.4,1.0,-4.468766770369909e-14,5.445489882238151,0.999001257282408,0.21636719767813442
close_heart_rates,0.25,0-2-4,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.7999999999767169,2182.1903204505884,0.4,1.0,-2.6664960431394055e-14,7.259455812217147,0.999,0.21636719767813442
close_heart_rates,0.25,0-3-4,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.7999999999068677,1324.3262297035146,0.4,1.0,2.1945764559621435e-14,1.4682129972013775,0.999,0.4768298014536638
close_heart_rates,0.25,1-2-3,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,unseparated_inverse_response,,,,,,,0.999001257282408,-0.5695071820052278
close_heart_rates,0.25,1-2-4,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,unseparated_inverse_response,,,,,,,0.999,-0.5695071820052278
close_heart_rates,0.25,1-3-4,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.7999999999068677,4425.412944676277,0.4,1.0,4.8317298298404563e-14,5.518280914408265,0.999,0.21412362659935055
close_heart_rates,0.25,2-3-4,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,unseparated_inverse_response,,,,,,,0.999,-0.573997178724441
close_heart_rates,1.0,0-1-2,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.8000000000116415,186.81733972538984,0.4,1.0,1.482885930917089e-14,1.2487838620610585,0.9990099752393189,0.6166613144981105
close_heart_rates,1.0,0-1-3,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.8000000000029104,93.80481170956308,0.4,1.0,2.0667569976208517e-14,1.8719498190130432,0.9990049845034602,0.6166613144981105
close_heart_rates,1.0,0-1-4,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.8000000000029104,62.8003565632228,0.4,1.0,4.027651737680352e-14,2.4943072101424013,0.9990000000000001,0.6166613144981105
close_heart_rates,1.0,0-2-3,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.8000000000116415,72.5508568162485,0.4,1.0,-7.822767259008814e-16,0.36163327750069524,0.9990049845034602,0.8072211093779655
close_heart_rates,1.0,0-2-4,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.7999999999941791,36.42879824672838,0.4,1.0,5.329260195199754e-15,0.48186976989132824,0.9990000000000001,0.8072211093779655
close_heart_rates,1.0,0-3-4,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.8000000000116415,45.58396527767233,0.4,1.0,4.2455989739498624e-15,0.20081499436600725,0.9990000000000001,0.8707380223491977
close_heart_rates,1.0,1-2-3,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.8000000000116415,191.61369410874335,0.4,1.0,-8.977761592378998e-15,1.2723401654301547,0.9990049845034602,0.6122276250126226
close_heart_rates,1.0,1-2-4,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.8000000000029104,96.21045740921922,0.4,1.0,-4.158636159957574e-15,1.9072692802340763,0.9990000000000001,0.6122276250126226
close_heart_rates,1.0,1-3-4,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.8000000000116415,74.0745976760992,0.4,1.0,4.655065901690634e-15,0.3667906957940452,0.9990000000000001,0.8049985969923703
close_heart_rates,1.0,2-3-4,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.8000000000116415,196.52789943871792,0.4,1.0,1.3807130225473441e-14,1.2963630815400926,0.9990000000000001,0.6077712603750741
close_heart_rates,3.0,0-1-2,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.7999999999941791,13.83974428625535,0.4,1.0,-1.2111005929798333e-15,0.27903704062013057,0.9990292700342858,0.8790113082693757
close_heart_rates,3.0,0-1-3,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.7999999999985448,7.008723810555207,0.4,1.0,-2.595215556385357e-16,0.4177652970134502,0.9990146079117046,0.8790113082693757
close_heart_rates,3.0,0-1-4,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.7999999999996361,4.731544259505371,0.4,1.0,-6.9638284096340416e-15,0.5559837873044345,0.9990000000000001,0.8790113082693757
close_heart_rates,3.0,0-2-3,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.7999999999941791,6.814112710654869,0.4,1.0,7.747359595559389e-16,0.10127681969321849,0.9990146079117046,0.9384266913755941
close_heart_rates,3.0,0-2-4,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.7999999999985448,3.4504034656482037,0.4,1.0,-2.2808660068045476e-15,0.13479960187462697,0.9990000000000001,0.9384266913755941
close_heart_rates,3.0,0-3-4,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.7999999999941791,4.672623270152643,0.4,1.0,-2.2148837815418207e-15,0.06069572584709729,0.9990000000000001,0.9582229336950397
close_heart_rates,3.0,1-2-3,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.8000000000029104,14.689031873225554,0.4,1.0,2.1660967963540332e-15,0.29030700522348857,0.9990146079117046,0.8747087254803849
close_heart_rates,3.0,1-2-4,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.7999999999985448,7.4369469785804645,0.4,1.0,-3.355007068037074e-15,0.4346535699856397,0.9990000000000001,0.8747087254803849
close_heart_rates,3.0,1-3-4,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.7999999999941791,7.206644273452541,0.4,1.0,-3.301881168582405e-15,0.10502935262403353,0.9990000000000001,0.9362587141536634
close_heart_rates,3.0,2-3-4,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.8000000000029104,15.575709438230989,0.4,1.0,-7.707112158673995e-15,0.30186476360276937,0.9990000000000001,0.870339358717704
close_heart_rates,8.0,0-1-2,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.7999999999985448,1.5692666315904027,0.4,1.0,2.327083255554741e-15,0.08554132191384181,0.9990740101177977,0.9604535683115792
close_heart_rates,8.0,0-1-3,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.7999999999996361,0.8121756531807566,0.4,1.0,3.1455746075084774e-15,0.12773542330665383,0.9990368275355347,0.9604535683115792
close_heart_rates,8.0,0-1-4,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.8000000000001819,0.5597005973095367,0.4,1.0,5.055387762067196e-15,0.1695795601413466,0.999,0.9604535683115792
close_heart_rates,8.0,0-2-3,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.7999999999985448,0.8809261861702394,0.4,1.0,-1.69462837125219e-16,0.034406500743720696,0.9990368275355347,0.97921902773389
close_heart_rates,8.0,0-2-4,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.8000000000007276,0.4555519227635951,0.4,1.0,2.1788079058956728e-16,0.04571163189555856,0.999,0.97921902773389
close_heart_rates,8.0,0-3-4,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.7999999999985448,0.6635387608323338,0.4,1.0,2.9208426271119397e-16,0.0220572182055404,0.999,0.9854515425854883
close_heart_rates,8.0,1-2-3,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.7999999999985448,1.8261327581956381,0.4,1.0,-1.5013500475693853e-15,0.09439628000414257,0.9990368275355347,0.9564564540528905
close_heart_rates,8.0,1-2-4,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.7999999999996361,0.9434333205763455,0.4,1.0,-1.8827741137086344e-15,0.14098474172678002,0.999,0.9564564540528905
close_heart_rates,8.0,1-3-4,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.7999999999985448,1.0161065942233771,0.4,1.0,1.794916203001869e-16,0.037720466439739926,0.999,0.9771779309663247
close_heart_rates,8.0,2-3-4,CONDITION_DEPENDENT,1,REJECT_NUMERIC,0,order_bound_too_wide,0.7999999999985448,2.1098512620180956,0.4,1.0,1.1155371431720654e-15,0.10370050324887947,0.999,0.9522889019641653
uncalibrated_delay,1.0,0-1-2,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8002916810110037,6.598669981579039e-05,,,0.003391314055295192,1.343059650455388e-05,0.9999992897780706,0.9999943251445603
uncalibrated_delay,1.0,0-1-3,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8002820449781209,3.360056446300871e-05,,,0.01275936535069673,2.222723730981014e-05,0.9999991579068873,0.9999943251445603
uncalibrated_delay,1.0,0-1-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8002652057563409,2.3511633409140326e-05,,,0.031699401659200134,3.316754120569187e-05,0.9999990000000001,0.9999943251445603
uncalibrated_delay,1.0,0-2-3,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8003043180637177,4.258344321601687e-05,,,0.003710867027477078,7.907306538541882e-06,0.9999991579068873,0.9999964590957348
uncalibrated_delay,1.0,0-2-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8002873715095118,2.2839499417221638e-05,,,0.012107527385970287,1.191356352337405e-05,0.9999990000000001,0.9999964590957348
uncalibrated_delay,1.0,0-3-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8003189849645421,3.6329013795909325e-05,,,0.00412184836488682,6.21658467700047e-06,0.9999990000000001,0.9999972271549727
uncalibrated_delay,1.0,1-2-3,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8003314943585792,8.865215475774166e-05,,,0.0052770797050369035,2.2391213661158132e-05,0.9999991579068873,0.9999916044834628
uncalibrated_delay,1.0,1-2-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.800314347762014,4.666125564131613e-05,,,0.019695101552355192,3.800684201696297e-05,0.9999990000000001,0.9999916044834628
uncalibrated_delay,1.0,1-3-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8003500252551019,5.399561283346178e-05,,,0.004777924715888733,1.0269271658719452e-05,0.9999990000000001,0.9999954485918525
uncalibrated_delay,1.0,2-3-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8003822420134383,9.752285395792678e-05,,,0.0063496852101833255,2.3793303698213913e-05,0.9999990000000001,0.9999908626454532
delay_corrected,1.0,0-1-2,PASS,1,PASS,1,,0.7999999999996361,6.606538581352766e-05,0.7999396098655779,0.8000603893167864,-5.525843302829735e-16,1.3446611851421018e-05,0.9999992897780706,0.9999943182116278
delay_corrected,1.0,0-1-3,PASS,1,PASS,1,,0.799999999999909,3.363948743917841e-05,0.7999711024828684,0.8000288971985355,-9.649606961657896e-16,2.22529853959496e-05,0.9999991579068873,0.9999943182116278
delay_corrected,1.0,0-1-4,PASS,1,PASS,1,,0.8000000000000455,2.353800300925727e-05,0.7999810213096223,0.800018978494836,-2.3752878674850203e-15,3.32047404416291e-05,0.9999990000000001,0.9999943182116278
delay_corrected,1.0,0-2-3,PASS,1,PASS,1,,0.7999999999996361,4.263560976749885e-05,0.79996212579008,0.8000378737895515,-3.3758889323740677e-17,7.916993329521515e-06,0.9999991579068873,0.9999964546466867
delay_corrected,1.0,0-2-4,PASS,1,PASS,1,,0.799999999999909,2.2866714244958748e-05,0.7999809239350726,0.8000190758999451,-5.401422291798508e-16,1.1927759350222132e-05,0.9999990000000001,0.9999964546466867
delay_corrected,1.0,0-3-4,PASS,1,PASS,1,,0.7999999999996361,3.637501158867366e-05,0.7999684439764676,0.8000315556779243,-3.014901905481297e-16,6.224455773509752e-06,0.9999990000000001,0.9999972235549374
delay_corrected,1.0,1-2-3,PASS,1,PASS,1,,0.8000000000001819,8.876374981317244e-05,0.7999186576391366,0.8000813409156763,3.1972027973071256e-16,2.241939965095734e-05,0.9999991579068873,0.9999915936016621
delay_corrected,1.0,1-2-4,PASS,1,PASS,1,,0.799999999999909,4.671806193712422e-05,0.7999597638035992,0.800040235588449,-2.5923265924111826e-16,3.805311226581661e-05,0.9999990000000001,0.9999915936016621
delay_corrected,1.0,1-3-4,PASS,1,PASS,1,,0.7999999999996361,5.406587874286098e-05,0.7999517589611059,0.8000482403811475,-3.4154689295272936e-16,1.0282635331694012e-05,0.9999990000000001,0.999995442497459
delay_corrected,1.0,2-3-4,PASS,1,PASS,1,,0.7999999999996361,9.765279121286746e-05,0.7999106848803421,0.8000893133394129,-7.511122083768131e-16,2.3825005360368402e-05,0.9999990000000001,0.9999908500693733
uncalibrated_delay,5.0,0-1-2,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8024024909871514,6.564201462317247e-05,,,0.016893594898665883,1.3360441037526902e-05,0.9999992897780706,0.9999943561461166
uncalibrated_delay,5.0,0-1-3,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8020836947473982,3.343502453051278e-05,,,0.06357210138283848,2.2117730358881153e-05,0.9999991579068873,0.9999943561461166
uncalibrated_delay,5.0,0-1-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8015817502763184,2.340389368202713e-05,,,0.15796513988483363,3.3015554239225825e-05,0.9999990000000001,0.9999943561461166
uncalibrated_delay,5.0,0-2-3,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8025651994983491,4.2351000844323284e-05,,,0.018483140831224786,7.864144385678782e-06,0.9999991579068873,0.9999964794126025
uncalibrated_delay,5.0,0-2-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.802060455728224,2.2722107640332933e-05,,,0.060317757386826376,1.185232950219271e-05,0.9999990000000001,0.9999964794126025
uncalibrated_delay,5.0,0-3-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.802763089578002,3.611906872474869e-05,,,0.020526336325764,6.180659085413508e-06,0.9999990000000001,0.9999972440387194
uncalibrated_delay,5.0,1-2-3,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8031548344921247,8.814332131480172e-05,,,0.02627347954885686,2.226269565310807e-05,0.9999991579068873,0.9999916557112656
uncalibrated_delay,5.0,1-2-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.802645227095945,4.6413421578343074e-05,,,0.09808191325208357,3.7804974537222485e-05,0.9999990000000001,0.9999916557112656
uncalibrated_delay,5.0,1-3-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.803447804260941,5.3665910985425254e-05,,,0.023783125162330013,1.0206566604249347e-05,0.9999990000000001,0.9999954781982623
uncalibrated_delay,5.0,2-3-4,NOT_CERTIFIABLE,0,NOT_CERTIFIABLE,0,protocol_G0|imaginary_inconsistency,0.8041736130391656,9.689765181179562e-05,,,0.03159256174714991,2.364076894423623e-05,0.9999990000000001,0.9999909257726034
delay_corrected,5.0,0-1-2,PASS,1,PASS,1,,0.7999999999996361,6.606538581352766e-05,0.7999396098655779,0.8000603893167864,-6.845447673654746e-16,1.3446611851421018e-05,0.9999992897780706,0.9999943182116278
